ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,fl_acc_camp,fl_acc_camp_4th,qt_acc_camp,qt_acc_camp_4th,Age,qt_months,qt_spent,pct_spent_wine,pct_spent_fruit,pct_spent_meat,pct_spent_fish,pct_spent_sweet,pct_spent_gold,qt_purchases,pct_purch_web,pct_purch_catalog,pct_purch_store,pct_deal_purchases,cluster
10738,1951,Master,Single,"49389,0",1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,69,"77,0",62,"0,6451612903225806","0,0","0,3064516129032258","0,03225806451612903","0,016129032258064516","0,04838709677419355",5,"0,4","0,0","0,6","0,2",0
4339,1970,PhD,Married,"67353,0",0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,0,0,0,0,50,"73,0",878,"0,7995444191343963","0,0193621867881549","0,17198177676537585","0,0","0,009111617312072893","0,03986332574031891",23,"0,21739130434782608","0,2608695652173913","0,5217391304347826","0,21739130434782608",0
10755,1976,2n Cycle,Married,"23718,0",1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,0,0,0,0,44,"77,0",45,"0,13333333333333333","0,06666666666666667","0,3111111111111111","0,3333333333333333","0,15555555555555556","0,8",6,"0,5","0,16666666666666666","0,3333333333333333","0,5",3
8595,1973,Graduation,Widow,"42429,0",0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,47,"71,0",63,"0,873015873015873","0,0","0,09523809523809523","0,031746031746031744","0,0","0,06349206349206349",5,"0,2","0,2","0,6","0,4",0
2968,1943,PhD,Divorced,"48948,0",0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,1,1,1,1,77,"84,0",860,"0,5081395348837209","0,009302325581395349","0,23953488372093024","0,18604651162790697","0,056976744186046514","0,04883720930232558",22,"0,3181818181818182","0,45454545454545453","0,22727272727272727","0,09090909090909091",1
8601,1980,Graduation,Married,"80011,0",0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,0,0,0,0,40,"81,0",1293,"0,32559938128383603","0,05877803557617943","0,41453982985305493","0,0634184068058778","0,13766434648105183","0,07888631090487239",19,"0,42105263157894735","0,3157894736842105","0,2631578947368421","0,10526315789473684",1
503,1985,Master,Married,"20559,0",1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,35,"82,0",46,"0,2826086956521739","0,021739130434782608","0,6304347826086957","0,06521739130434782","0,0","0,15217391304347827",5,"0,4","0,0","0,6","0,4",1
8430,1957,Graduation,Together,"21994,0",0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,63,"85,0",19,"0,47368421052631576","0,0","0,3157894736842105","0,15789473684210525","0,05263157894736842","0,15789473684210525",3,"0,0","0,0","1,0","0,3333333333333333",1
7281,1959,PhD,Single,,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,0,0,0,0,61,"74,0",147,"0,5510204081632653","0,07482993197278912","0,3401360544217687","0,02040816326530612","0,013605442176870748","0,2653061224489796",8,"0,125","0,375","0,5","0,125",1
2139,1975,Master,Married,"7500,0",1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"76,0",19,"0,15789473684210525","0,05263157894736842","0,5263157894736842","0,15789473684210525","0,10526315789473684","0,631578947368421",5,"0,4","0,0","0,6","0,6",1
1371,1976,Graduation,Single,"79941,0",0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,0,0,0,0,44,"67,0",810,"0,15185185185185185","0,20246913580246914","0,32839506172839505","0,2802469135802469","0,037037037037037035","0,21481481481481482",15,"0,13333333333333333","0,26666666666666666","0,6","0,06666666666666667",3
9909,1996,2n Cycle,Married,"7500,0",0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,0,0,0,0,24,"86,0",72,"0,041666666666666664","0,25","0,19444444444444445","0,20833333333333334","0,3055555555555556","0,6944444444444444",7,"0,42857142857142855","0,14285714285714285","0,42857142857142855","0,42857142857142855",2
7286,1968,Graduation,Together,"41728,0",1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,0,0,0,0,52,"80,0",42,"0,30952380952380953","0,14285714285714285","0,35714285714285715","0,07142857142857142","0,11904761904761904","0,30952380952380953",4,"0,5","0,0","0,5","0,25",1
7244,1951,Graduation,Single,,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,0,0,0,0,69,"73,0",117,"0,41025641025641024","0,042735042735042736","0,41025641025641024","0,05128205128205128","0,08547008547008547","0,05982905982905983",7,"0,2857142857142857","0,14285714285714285","0,5714285714285714","0,42857142857142855",1
6566,1954,PhD,Married,"72550,0",1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,0,0,0,0,66,"87,0",1281,"0,644808743169399","0,039032006245121","0,24746291959406713","0,039032006245121","0,02966432474629196","0,02966432474629196",19,"0,2631578947368421","0,10526315789473684","0,631578947368421","0,47368421052631576",0
8614,1957,Graduation,Widow,"65486,0",0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,0,0,0,0,63,"68,0",493,"0,4969574036511156","0,038539553752535496","0,2535496957403651","0,07505070993914807","0,1359026369168357","0,028397565922920892",16,"0,25","0,125","0,625","0,0625",1
4114,1964,Master,Married,"79143,0",0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,0,0,0,0,56,"89,0",1661,"0,3913305237808549","0,022275737507525588","0,4695966285370259","0,01625526791089705","0,10054184226369657","0,01926550270921132",28,"0,21428571428571427","0,32142857142857145","0,4642857142857143","0,03571428571428571",1
1331,1977,Graduation,Single,"35790,0",1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,43,"85,0",69,"0,17391304347826086","0,08695652173913043","0,2898550724637681","0,43478260869565216","0,014492753623188406","0,043478260869565216",5,"0,4","0,0","0,6","0,4",3
2225,1977,Graduation,Divorced,"82582,0",0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,1,1,2,2,43,"67,0",1376,"0,3706395348837209","0,0872093023255814","0,3997093023255814","0,11337209302325581","0,029069767441860465","0,1751453488372093",20,"0,2","0,45","0,35","0,05",1
9381,1978,Graduation,Married,"66373,0",1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,0,0,0,0,42,"79,0",497,"0,6599597585513078","0,018108651911468814","0,24949698189134809","0,02414486921529175","0,0482897384305835","0,2193158953722334",16,"0,25","0,125","0,625","0,4375",0
6260,1955,Master,Together,"82384,0",0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,1,0,1,0,65,"86,0",1767,"0,5568760611205433","0,028862478777589132","0,24448217317487267","0,10186757215619695","0,06791171477079797","0,10752688172043011",26,"0,11538461538461539","0,38461538461538464","0,5","0,038461538461538464",0
10383,1966,Graduation,Divorced,"70287,0",0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,0,0,0,0,54,"82,0",1053,"0,2801519468186135","0,03323836657169991","0,4577397910731244","0,11490978157644824","0,11396011396011396","0,03798670465337132",20,"0,25","0,25","0,5","0,05",1
7437,1988,Graduation,Single,"27938,0",1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,0,0,0,0,32,"69,0",24,"0,5416666666666666","0,0","0,3333333333333333","0,08333333333333333","0,041666666666666664","0,20833333333333334",5,"0,2","0,0","0,8","0,2",1
8557,1982,Graduation,Single,,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,0,0,0,38,"79,0",40,"0,275","0,075","0,55","0,05","0,05","0,15",5,"0,4","0,0","0,6","0,4",1
8375,1968,PhD,Married,"55954,0",0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,0,0,0,0,52,"71,0",475,"0,9410526315789474","0,0","0,05894736842105263","0,0","0,0","0,09052631578947369",16,"0,5","0,125","0,375","0,1875",0
6853,1982,Master,Single,"75777,0",0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,1,1,2,1,38,"79,0",1358,"0,524300441826215","0,01914580265095729","0,3961708394698085","0,0508100147275405","0,009572901325478646","0,05891016200294551",20,"0,15","0,3","0,55","0,05",1
3076,1975,Graduation,Together,"66653,0",1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"89,0",606,"0,7458745874587459","0,0297029702970297","0,16831683168316833","0,026402640264026403","0,0297029702970297","0,009900990099009901",18,"0,2222222222222222","0,1111111111111111","0,6666666666666666","0,2222222222222222",0
1012,1952,Graduation,Single,"61823,0",0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,0,0,0,0,68,"83,0",715,"0,7314685314685314","0,009790209790209791","0,1874125874125874","0,05174825174825175","0,019580419580419582","0,23636363636363636",20,"0,4","0,1","0,5","0,2",0
6518,1951,PhD,Widow,"67680,0",0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,0,0,0,0,69,"79,0",600,"0,91","0,0","0,08","0,0","0,01","0,01",18,"0,3888888888888889","0,16666666666666666","0,4444444444444444","0,05555555555555555",0
4137,1948,Graduation,Together,"70666,0",0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,0,0,0,0,72,"73,0",1046,"0,38049713193116635","0,03824091778202677","0,3508604206500956","0,11376673040152964","0,11663479923518165","0,028680688336520075",15,"0,4666666666666667","0,26666666666666666","0,26666666666666666","0,06666666666666667",1
8082,1971,Graduation,Married,"25721,0",1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,0,0,0,0,49,"80,0",19,"0,05263157894736842","0,15789473684210525","0,3157894736842105","0,15789473684210525","0,3157894736842105","0,7894736842105263",4,"0,25","0,25","0,5","0,25",2
1386,1967,Graduation,Together,"32474,0",1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,0,0,0,53,"68,0",11,"0,9090909090909091","0,0","0,09090909090909091","0,0","0,0","0,0",3,"0,3333333333333333","0,0","0,6666666666666666","0,3333333333333333",0
9369,1979,2n Cycle,Single,"88194,0",0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,1,1,2,2,41,"70,0",1236,"0,5566343042071198","0,011326860841423949","0,25","0,16262135922330098","0,019417475728155338","0,030744336569579287",31,"0,3548387096774194","0,3225806451612903","0,3225806451612903","0,03225806451612903",0
4477,1958,Graduation,Together,"69096,0",0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,0,0,0,0,62,"76,0",544,"0,4540441176470588","0,0900735294117647","0,2922794117647059","0,012867647058823529","0,15073529411764705","0,20036764705882354",17,"0,29411764705882354","0,11764705882352941","0,5882352941176471","0,058823529411764705",1
1357,1970,Graduation,Together,"74854,0",1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,0,0,0,0,50,"81,0",1489,"0,5748824714573539","0,039623908663532575","0,3270651443922095","0,03895231699126931","0,019476158495634655","0,049026192075218265",12,"0,16666666666666666","0,4166666666666667","0,4166666666666667","0,5833333333333334",1
1402,1954,Master,Married,"66991,0",0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,0,0,0,0,66,"88,0",1241,"0,3996776792908944","0,029008863819500404","0,370668815471394","0,1522965350523771","0,048348106365834004","0,009669621273166801",18,"0,2222222222222222","0,4444444444444444","0,3333333333333333","0,16666666666666666",1
10629,1973,2n Cycle,Married,,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,47,"88,0",92,"0,2717391304347826","0,03260869565217391","0,4673913043478261","0,18478260869565216","0,043478260869565216","0,18478260869565216",6,"0,5","0,0","0,5","0,5",1
6312,1959,Graduation,Married,"65031,0",0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,0,0,0,0,61,"82,0",777,"0,33204633204633205","0,1377091377091377","0,3745173745173745","0,10810810810810811","0,047619047619047616","0,11068211068211069",26,"0,38461538461538464","0,11538461538461539","0,5","0,15384615384615385",1
8132,1975,PhD,Married,"60631,0",1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,1,1,1,1,45,"82,0",642,"0,8800623052959502","0,009345794392523364","0,10124610591900311","0,0","0,009345794392523364","0,029595015576323987",19,"0,47368421052631576","0,10526315789473684","0,42105263157894735","0,2631578947368421",0
1050,1952,Graduation,Married,"28332,0",0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,0,0,0,0,68,"69,0",56,"0,25","0,17857142857142858","0,23214285714285715","0,07142857142857142","0,26785714285714285","0,16071428571428573",7,"0,2857142857142857","0,14285714285714285","0,5714285714285714","0,14285714285714285",2
5846,1977,Graduation,Divorced,"40246,0",1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,0,0,0,43,"85,0",12,"0,16666666666666666","0,08333333333333333","0,5","0,16666666666666666","0,08333333333333333","0,08333333333333333",3,"0,3333333333333333","0,0","0,6666666666666666","0,3333333333333333",1
